"","IsolateID","reads","taxon_id","Fungal_Order","Fungal_Family","Fungal_species","RelativeAbundance","relab_pct","Domain","Phylum","Class","Order","Family","Genus","Species"
"506","K21",1,1215385,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"507","K21",1,1229154,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"508","K21",1,1234143,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"509","K21",1,1280390,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"510","K21",1,1294267,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"511","K21",1,1324314,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"512","K21",1,1325358,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"513","K21",1,1349436,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"514","K21",1,1411316,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.03030303,3.03030303,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"515","K21",1,1427538,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"516","K21",1,1443669,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"517","K21",1,1457232,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"518","K21",1,1469647,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"519","K21",1,1480615,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"520","K21",1,1496996,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"521","K21",1,1566886,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Bacteria","Actinomycetota","Unidentified","Mycobacteriales","Mycobacteriaceae","Unidentified","Mycolicibacterium sp."
"522","K21",1,1619310,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"523","K21",1,1619311,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"524","K21",1,1705110,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"525","K21",1,1736411,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"526","K21",1,1745182,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"527","K21",1,1759312,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"528","K21",1,1797904,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"529","K21",1,1803438,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.142857143,14.28571429,"Bacteria","Acidobacteriota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"530","K21",1,1838286,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"531","K21",1,1852522,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"532","K21",1,1852864,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"533","K21",1,1869212,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.111111111,11.11111111,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Unidentified","Unidentified"
"534","K21",1,1871047,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"535","K21",1,1881032,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"536","K21",1,1882751,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"537","K21",1,1884382,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"538","K21",1,1906665,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.006802721,0.680272109,"Archaea","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"539","K21",1,1926600,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"540","K21",1,1969111,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"541","K21",1,2002831,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"542","K21",1,2003592,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"543","K21",1,2013066,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"544","K21",1,2026735,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.0625,6.25,"Bacteria","Unidentified"," Deltaproteobacteria","Unidentified","Unidentified","Unidentified","Unidentified"
"545","K21",1,2026739,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.2,20,"Archaea","Euryarchaeota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"546","K21",1,2026779,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"547","K21",1,2026788,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.013513514,1.351351351,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Unidentified","Rickettsiales","Unidentified"
"548","K21",1,2037914,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.076923077,7.692307692,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Pararhizobium sp."
"549","K21",1,2047875,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.25,25,"Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Francisellaceae","Francisella"," Francisella"
"550","K21",1,2052180,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"551","K21",1,2053005,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"552","K21",1,2053615,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"553","K21",1,2055160,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"554","K21",1,2077140,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"555","K21",1,2081970,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"556","K21",1,2250255,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.125,12.5,"Archaea","Euryarchaeota","Methanomicrobia"," Methanosarcinales","Unidentified","Unidentified","Methanosarcinales archaeon"
"557","K21",1,2292771,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularcula","Parvularcula marina"
"558","K21",1,2490856,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"559","K21",1,2495582,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"560","K21",1,2518981,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"561","K21",1,2572203,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"562","K21",1,2596890,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.125,12.5,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae","Unidentified","Candidatus Uabimicrobium"
"563","K21",1,2598458,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"564","K21",1,2603411,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.166666667,16.66666667,"Bacteria","Actinomycetota","Pseudonocardia","Pseudonocardiales","Pseudonocardiaceae","Unidentified","Unidentified"
"565","K21",1,2606450,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"566","K21",1,2653200,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"567","K21",1,2663821,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"568","K21",1,2665646,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"569","K21",1,2691084,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"570","K21",1,2697035,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"571","K21",1,2704463,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"572","K21",1,2706028,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"573","K21",1,2729618,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"574","K21",1,2743473,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"575","K21",1,2763503,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"576","K21",1,2767826,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.03125,3.125,"Bacteria","Actinomycetota","Unidentified","Kitasatosporales","Streptomycetaceae","Unidentified","Streptomyces sp."
"577","K21",1,2770274,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"578","K21",1,2771369,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"579","K21",1,2793063,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.005235602,0.523560209,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter/Porphyrobacter","Erythrobacter sp."
"580","K21",1,2795116,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.066666667,6.666666667,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Unidentified","Unidentified"
"581","K21",1,2795119,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.055555556,5.555555556,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"582","K21",1,2795124,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.052631579,5.263157895,"Bacteria","Pseudomonadota"," Ralstonia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"583","K21",1,2795126,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.012987013,1.298701299,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"584","K21",1,2821357,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",0.111111111,11.11111111,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"," Cupriavidus"
"585","K21",1,2841508,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
