"","IsolateID","reads","taxon_id","Fungal_Order","Fungal_Family","Fungal_species","RelativeAbundance","relab_pct","Domain","Phylum","Class","Order","Family","Genus","Species"
"1330","M19",1,2821357,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.111111111,11.11111111,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"," Cupriavidus"
"1331","M19",1,2827238,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1332","M19",1,2828363,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.076923077,7.692307692,"Bacteria","Actinomycetota","Unidentified","Mycobacteriales","Corynebacteriaceae","Unidentified","Corynebacterium sp."
"1333","M19",1,2841571,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1334","M19",1,2865673,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1335","M19",1,2940622,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1336","M19",1,2975053,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1337","M19",1,2977365,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.166666667,16.66666667,"Bacteria","Bacillota","Unidentified","Bacillales","Paenibacillaceae","Unidentified","Paenibacillus sp."
"1338","M19",1,3030829,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",0.333333333,33.33333333,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"," Sphingomonas"
"1339","M19",1,3032598,"Glomerellales","Glomerellaceae","Colletotrichum fioriniae",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1340","M1b",18,2793063,"Diaporthales","Diaporthaceae","Diaporthe eres",0.094240838,9.42408377,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter/Porphyrobacter","Erythrobacter sp."
"1341","M1b",12,470,"Diaporthales","Diaporthaceae","Diaporthe eres",0.08,8,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus/baumannii complex"
"1342","M1b",11,2834412,"Diaporthales","Diaporthaceae","Diaporthe eres",0.031976744,3.197674419,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Coraliihabitans","Coraliihabitans acroporae"
"1343","M1b",10,2072420,"Diaporthales","Diaporthaceae","Diaporthe eres",0.222222222,22.22222222,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1344","M1b",6,562,"Diaporthales","Diaporthaceae","Diaporthe eres",0.078947368,7.894736842,"Bacteria","Pseudomonadota","Escherichia","Enterobacterales","Enterobacteriaceae","Unidentified","Escherichia coli"
"1345","M1b",6,1280,"Diaporthales","Diaporthaceae","Diaporthe eres",0.089552239,8.955223881,"Bacteria","Bacillota","Unidentified","Bacillales","Staphylococcaceae","Unidentified","Staphylococcus sp."
"1346","M1b",6,243969,"Diaporthales","Diaporthaceae","Diaporthe eres",0.036144578,3.614457831,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"," Pseudomonas"
"1347","M1b",5,49897,"Diaporthales","Diaporthaceae","Diaporthe eres",0.416666667,41.66666667,"Bacteria","Actinomycetota","Unidentified","Mycobacteriales","Mycobacteriaceae","Unidentified","Mycolicibacterium sp."
"1348","M1b",5,1906665,"Diaporthales","Diaporthaceae","Diaporthe eres",0.034013605,3.401360544,"Archaea","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1349","M1b",4,573,"Diaporthales","Diaporthaceae","Diaporthe eres",0.034482759,3.448275862,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella/Raoultella","Klebsiella sp."
"1350","M1b",4,28901,"Diaporthales","Diaporthaceae","Diaporthe eres",0.016326531,1.632653061,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"1351","M1b",4,2026729,"Diaporthales","Diaporthaceae","Diaporthe eres",0.019323671,1.93236715,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Unidentified","Unidentified"
"1352","M1b",4,2026788,"Diaporthales","Diaporthaceae","Diaporthe eres",0.054054054,5.405405405,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Unidentified","Rickettsiales","Unidentified"
"1353","M1b",4,2795118,"Diaporthales","Diaporthaceae","Diaporthe eres",0.034782609,3.47826087,"Bacteria","Pseudomonadota"," Paraburkholderia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"1354","M1b",3,1313,"Diaporthales","Diaporthaceae","Diaporthe eres",0.157894737,15.78947368,"Bacteria","Bacillota","Unidentified","Lactobacillales","Streptococcaceae","Unidentified","Streptococcus sp."
"1355","M1b",3,1652106,"Diaporthales","Diaporthaceae","Diaporthe eres",0.026548673,2.654867257,"Bacteria","Unidentified","Candidatus Tectomicrobia","Unidentified","Unidentified","Unidentified","Unidentified"
"1356","M1b",2,173,"Diaporthales","Diaporthaceae","Diaporthe eres",0.285714286,28.57142857,"Bacteria","Spirochaetota","Spirochaetia","Leptospirales","Leptospiraceae","Leptospira","Leptospira interrogans"
"1357","M1b",2,317,"Diaporthales","Diaporthaceae","Diaporthe eres",0.074074074,7.407407407,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas syringae group"
"1358","M1b",2,1351,"Diaporthales","Diaporthaceae","Diaporthe eres",0.054054054,5.405405405,"Bacteria","Bacillota","Unidentified","Lactobacillales","Enterococcaceae","Unidentified","Enterococcus sp."
"1359","M1b",2,69368,"Diaporthales","Diaporthaceae","Diaporthe eres",0.181818182,18.18181818,"Bacteria","Actinomycetota","Unidentified","Micrococcales","Microbacteriaceae","Unidentified","Microbacterium sp."
"1360","M1b",2,77133,"Diaporthales","Diaporthaceae","Diaporthe eres",0.054054054,5.405405405,"Bacteria","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1361","M1b",2,450367,"Diaporthales","Diaporthaceae","Diaporthe eres",0.2,20,"Bacteria","Bacillota","Unidentified","Bacillales","Bacillaceae","Unidentified","Peribacillus sp."
"1362","M1b",2,1411316,"Diaporthales","Diaporthaceae","Diaporthe eres",0.060606061,6.060606061,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"1363","M1b",2,1871070,"Diaporthales","Diaporthaceae","Diaporthe eres",0.018348624,1.834862385,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales"," Oxalobacteraceae","Unidentified","Oxalobacteraceae bacterium"
"1364","M1b",2,2026795,"Diaporthales","Diaporthaceae","Diaporthe eres",0.095238095,9.523809524,"Archaea","Nitrososphaerota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1365","M1b",2,2767826,"Diaporthales","Diaporthaceae","Diaporthe eres",0.0625,6.25,"Bacteria","Actinomycetota","Unidentified","Kitasatosporales","Streptomycetaceae","Unidentified","Streptomyces sp."
"1366","M1b",2,2795102,"Diaporthales","Diaporthaceae","Diaporthe eres",0.02,2,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"," Aquitalea"
"1367","M1b",2,2795125,"Diaporthales","Diaporthaceae","Diaporthe eres",0.016666667,1.666666667,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"1368","M1b",1,197,"Diaporthales","Diaporthaceae","Diaporthe eres",0.125,12.5,"Bacteria","Campylobacterota","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter jejuni"
"1369","M1b",1,487,"Diaporthales","Diaporthaceae","Diaporthe eres",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1370","M1b",1,624,"Diaporthales","Diaporthaceae","Diaporthe eres",0.166666667,16.66666667,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella sonnei"
"1371","M1b",1,666,"Diaporthales","Diaporthaceae","Diaporthe eres",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1372","M1b",1,670,"Diaporthales","Diaporthaceae","Diaporthe eres",0.066666667,6.666666667,"Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi group"
"1373","M1b",1,747,"Diaporthales","Diaporthaceae","Diaporthe eres",0.04,4,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","Pasteurella multocida"
"1374","M1b",1,1074,"Diaporthales","Diaporthaceae","Diaporthe eres",0.5,50,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Rhodoblastus","Rhodoblastus acidophilus"
"1375","M1b",1,1076,"Diaporthales","Diaporthaceae","Diaporthe eres",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1376","M1b",1,1354,"Diaporthales","Diaporthaceae","Diaporthe eres",0.1,10,"Bacteria","Bacillota","Unidentified","Lactobacillales","Enterococcaceae","Unidentified","Enterococcus sp."
"1377","M1b",1,1639,"Diaporthales","Diaporthaceae","Diaporthe eres",0.01369863,1.369863014,"Bacteria","Bacillota","Listeria","Bacillales","Listeriaceae","Unidentified","Unidentified"
"1378","M1b",1,1764,"Diaporthales","Diaporthaceae","Diaporthe eres",0.25,25,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1379","M1b",1,1885,"Diaporthales","Diaporthaceae","Diaporthe eres",0.142857143,14.28571429,"Bacteria","Actinomycetota","Unidentified","Kitasatosporales","Streptomycetaceae","Unidentified","Streptomyces sp."
"1380","M1b",1,1991,"Diaporthales","Diaporthaceae","Diaporthe eres",0.083333333,8.333333333,"Bacteria","Actinomycetota","Unidentified","Streptosporangiales","Thermomonosporaceae","Unidentified","Actinomadura sp."
"1381","M1b",1,29320,"Diaporthales","Diaporthaceae","Diaporthe eres",0.333333333,33.33333333,"Bacteria","Actinomycetota","Unidentified","Micrococcales","Micrococcaceae","Unidentified","Paenarthrobacter sp."
"1382","M1b",1,43304,"Diaporthales","Diaporthaceae","Diaporthe eres",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1383","M1b",1,43348,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1384","M1b",1,45972,"Diaporthales","Diaporthaceae","Diaporthe eres",0.25,25,"Bacteria","Bacillota","Unidentified","Bacillales","Staphylococcaceae","Unidentified","Staphylococcus sp."
"1385","M1b",1,53462,"Diaporthales","Diaporthaceae","Diaporthe eres",0.166666667,16.66666667,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1386","M1b",1,56946,"Diaporthales","Diaporthaceae","Diaporthe eres",0.2,20,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1387","M1b",1,61013,"Diaporthales","Diaporthaceae","Diaporthe eres",0.25,25,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"1388","M1b",1,158836,"Diaporthales","Diaporthaceae","Diaporthe eres",0.05,5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cloacae complex"
"1389","M1b",1,341220,"Diaporthales","Diaporthaceae","Diaporthe eres",0.25,25,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Unidentified","Lactonifactor sp."
"1390","M1b",1,392412,"Diaporthales","Diaporthaceae","Diaporthe eres",0.125,12.5,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"1391","M1b",1,481133,"Diaporthales","Diaporthaceae","Diaporthe eres",0.333333333,33.33333333,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Unidentified","Unidentified"
"1392","M1b",1,504468,"Diaporthales","Diaporthaceae","Diaporthe eres",0.142857143,14.28571429,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rhodovastum","Rhodovastum atsumiense"
"1393","M1b",1,536059,"Diaporthales","Diaporthaceae","Diaporthe eres",0.037037037,3.703703704,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"," Arsenophonus"
"1394","M1b",1,582702,"Diaporthales","Diaporthaceae","Diaporthe eres",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1395","M1b",1,589382,"Diaporthales","Diaporthaceae","Diaporthe eres",0.058823529,5.882352941,"Bacteria","Actinomycetota","Unidentified","Micrococcales","Microbacteriaceae","Unidentified","Agromyces sp."
"1396","M1b",1,673521,"Diaporthales","Diaporthaceae","Diaporthe eres",0.5,50,"Bacteria","Actinomycetota","Unidentified","Geodermatophilales","Geodermatophilaceae","Unidentified","Blastococcus sp."
"1397","M1b",1,925409,"Diaporthales","Diaporthaceae","Diaporthe eres",0.25,25,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1398","M1b",1,1137095,"Diaporthales","Diaporthaceae","Diaporthe eres",0.5,50,"Bacteria","Cyanobacteriota","Unidentified","Nostocales","Scytonemataceae","Unidentified","Unidentified"
"1399","M1b",1,1173995,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1400","M1b",1,1321368,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1401","M1b",1,1387883,"Diaporthales","Diaporthaceae","Diaporthe eres",0.2,20,"Bacteria","Pseudomonadota","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas heilongjiangensis"
"1402","M1b",1,1460450,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1403","M1b",1,1509483,"Diaporthales","Diaporthaceae","Diaporthe eres",0.166666667,16.66666667,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Spirosomaceae","Unidentified","Unidentified"
"1404","M1b",1,1641855,"Diaporthales","Diaporthaceae","Diaporthe eres",0.0625,6.25,"Bacteria","Pseudomonadota"," Beijerinckia","Hyphomicrobiales","Beijerinckiaceae","Unidentified","Unidentified"
"1405","M1b",1,1768115,"Diaporthales","Diaporthaceae","Diaporthe eres",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1406","M1b",1,1803438,"Diaporthales","Diaporthaceae","Diaporthe eres",0.142857143,14.28571429,"Bacteria","Acidobacteriota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1407","M1b",1,1869212,"Diaporthales","Diaporthaceae","Diaporthe eres",0.111111111,11.11111111,"Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Unidentified","Unidentified"
"1408","M1b",1,1895837,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1409","M1b",1,1898206,"Diaporthales","Diaporthaceae","Diaporthe eres",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1410","M1b",1,1970322,"Diaporthales","Diaporthaceae","Diaporthe eres",0.066666667,6.666666667,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Azorhizobium"," Azorhizobium"
"1411","M1b",1,1970529,"Diaporthales","Diaporthaceae","Diaporthe eres",0.058823529,5.882352941,"Bacteria","Pseudomonadota","Hydrogenophilia","Hydrogenophilales","Unidentified","Hydrogenophilales","Unidentified"
"1412","M1b",1,1970556,"Diaporthales","Diaporthaceae","Diaporthe eres",0.1,10,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Unidentified","Rhodobacterales","Unidentified"
"1413","M1b",1,2023360,"Diaporthales","Diaporthaceae","Diaporthe eres",0.166666667,16.66666667,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1414","M1b",1,2024615,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1415","M1b",1,2026763,"Diaporthales","Diaporthaceae","Diaporthe eres",0.166666667,16.66666667,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Unidentified","Myxococcales","Unidentified"
"1416","M1b",1,2044944,"Diaporthales","Diaporthaceae","Diaporthe eres",0.043478261,4.347826087,"Bacteria","Bacteroidota","Sphingobacteriia"," Sphingobacteriales","Unidentified","Unidentified","Unidentified"
"1417","M1b",1,2082621,"Diaporthales","Diaporthaceae","Diaporthe eres",0.333333333,33.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1418","M1b",1,2282478,"Diaporthales","Diaporthaceae","Diaporthe eres",0.142857143,14.28571429,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Unidentified","Solirubrobacter sp."
"1419","M1b",1,2486576,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1420","M1b",1,2518981,"Diaporthales","Diaporthaceae","Diaporthe eres",0.5,50,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1421","M1b",1,2596890,"Diaporthales","Diaporthaceae","Diaporthe eres",0.125,12.5,"Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae","Unidentified","Candidatus Uabimicrobium"
"1422","M1b",1,2716812,"Diaporthales","Diaporthaceae","Diaporthe eres",0.142857143,14.28571429,"Bacteria","Actinomycetota","Frankia","Frankiales","Frankiaceae","Unidentified","Unidentified"
"1423","M1b",1,2730917,"Diaporthales","Diaporthaceae","Diaporthe eres",0.142857143,14.28571429,"Bacteria","Pseudomonadota","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas/Salinimonas","Alteromonas sp."
"1424","M1b",1,2745947,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1425","M1b",1,2795101,"Diaporthales","Diaporthaceae","Diaporthe eres",0.00952381,0.952380952,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"," Achromobacter"
"1426","M1b",1,2795116,"Diaporthales","Diaporthaceae","Diaporthe eres",0.066666667,6.666666667,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Unidentified","Unidentified"
"1427","M1b",1,2795119,"Diaporthales","Diaporthaceae","Diaporthe eres",0.055555556,5.555555556,"Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Unidentified","Unidentified"
"1428","M1b",1,2795124,"Diaporthales","Diaporthaceae","Diaporthe eres",0.052631579,5.263157895,"Bacteria","Pseudomonadota"," Ralstonia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"1429","M1b",1,2795126,"Diaporthales","Diaporthaceae","Diaporthe eres",0.012987013,1.298701299,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"1430","M1b",1,2804917,"Diaporthales","Diaporthaceae","Diaporthe eres",0.2,20,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1431","M1b",1,2828363,"Diaporthales","Diaporthaceae","Diaporthe eres",0.076923077,7.692307692,"Bacteria","Actinomycetota","Unidentified","Mycobacteriales","Corynebacteriaceae","Unidentified","Corynebacterium sp."
"1432","M1b",1,2841506,"Diaporthales","Diaporthaceae","Diaporthe eres",1,100,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1433","M20",25,2834412,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.072674419,7.26744186,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Coraliihabitans","Coraliihabitans acroporae"
"1434","M20",21,2026729,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.101449275,10.14492754,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cytophagaceae","Unidentified","Unidentified"
"1435","M20",13,2795101,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.123809524,12.38095238,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"," Achromobacter"
"1436","M20",12,243969,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.072289157,7.228915663,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"," Pseudomonas"
"1437","M20",10,28901,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.040816327,4.081632653,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica"
"1438","M20",10,2795102,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.1,10,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"," Aquitalea"
"1439","M20",9,2795125,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.075,7.5,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"1440","M20",8,470,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.053333333,5.333333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter calcoaceticus/baumannii complex"
"1441","M20",8,1898978,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.4,40,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Hymenobacteraceae","Unidentified","Unidentified"
"1442","M20",7,1871070,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.064220183,6.422018349,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales"," Oxalobacteraceae","Unidentified","Oxalobacteraceae bacterium"
"1443","M20",7,2793063,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.036649215,3.664921466,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter/Porphyrobacter","Erythrobacter sp."
"1444","M20",6,1906665,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.040816327,4.081632653,"Archaea","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1445","M20",6,2026724,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.12,12,"Bacteria","Chloroflexota","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1446","M20",6,2072420,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.133333333,13.33333333,"Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1447","M20",5,1639,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.068493151,6.849315068,"Bacteria","Bacillota","Listeria","Bacillales","Listeriaceae","Unidentified","Unidentified"
"1448","M20",5,2795118,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.043478261,4.347826087,"Bacteria","Pseudomonadota"," Paraburkholderia","Burkholderiales","Burkholderiaceae","Unidentified","Unidentified"
"1449","M20",4,562,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.052631579,5.263157895,"Bacteria","Pseudomonadota","Escherichia","Enterobacterales","Enterobacteriaceae","Unidentified","Escherichia coli"
"1450","M20",4,77133,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.108108108,10.81081081,"Bacteria","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified"
"1451","M20",3,573,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.025862069,2.586206897,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella/Raoultella","Klebsiella sp."
"1452","M20",3,1747,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.096774194,9.677419355,"Bacteria","Actinomycetota","Unidentified","Propionibacteriales","Propionibacteriaceae","Unidentified","Cutibacterium sp."
"1453","M20",3,1652106,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.026548673,2.654867257,"Bacteria","Unidentified","Candidatus Tectomicrobia","Unidentified","Unidentified","Unidentified","Unidentified"
"1454","M20",3,2044944,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.130434783,13.04347826,"Bacteria","Bacteroidota","Sphingobacteriia"," Sphingobacteriales","Unidentified","Unidentified","Unidentified"
"1455","M20",3,2767826,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.09375,9.375,"Bacteria","Actinomycetota","Unidentified","Kitasatosporales","Streptomycetaceae","Unidentified","Streptomyces sp."
"1456","M20",3,2795109,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.06,6,"Bacteria","Pseudomonadota","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chromobacterium","Chromobacterium sp."
"1457","M20",3,2795126,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.038961039,3.896103896,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium/Agrobacterium","Rhizobium sp."
"1458","M20",2,263,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.125,12.5,"Bacteria","Pseudomonadota","Gammaproteobacteria","Thiotrichales","Francisellaceae","Francisella","Francisella tularensis"
"1459","M20",2,317,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.074074074,7.407407407,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas syringae group"
"1460","M20",2,670,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.133333333,13.33333333,"Bacteria","Pseudomonadota","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi group"
"1461","M20",2,747,"Diaporthales","Diaporthaceae","Diaporthe sp.",0.08,8,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella","Pasteurella multocida"
